ticker,side,qty,entry_price,exit_price,pnl,opened_at,closed_at,hold_days
APA,sell,931,42.75,44.24,-1387.19,2026-09-23 12:15:33,2026-09-24,1
CRGY,sell,2992,13.0471,13.5199,-1414.6176,2026-09-23 12:15:33,2026-09-24,1
