ticker,side,qty,entry_price,exit_price,pnl,opened_at,closed_at,hold_days
RDW,buy,3179,13.49,12.5785,-2897.6585,2026-08-10 12:15:42,2026-08-11,1
SATL,buy,788,5.58,5.167,-2216.984,2026-08-10 12:15:42,2026-08-11,1
