ticker,side,qty,entry_price,exit_price,pnl,opened_at,closed_at,hold_days
AUR,buy,11,7.09,7.12,0.33,2026-05-07 19:40:43,2026-05-07,0
AVTX,buy,1974,23.0718,21.62,-2865.8532,2026-05-07 13:25:07,2026-05-07,0
AXTI,buy,399,96.9959,108.39,4546.2459,2026-05-07 19:40:43,2026-05-07,0
BAND,buy,907,47.13,48.47,1215.38,2026-05-07 19:40:43,2026-05-07,0
BTBT,buy,1,1.89,1.8,-0.09,2026-05-07 13:25:07,2026-05-07,0
CUE,buy,1267,35.2,31.1203,-5168.9799,2026-05-07 13:25:07,2026-05-07,0
CUE,buy,391,,31.1203,,2026-05-07 16:00:32,2026-05-07,0
DGXX,buy,6900,6.0813,5.9,-1250.97,2026-05-07 13:25:07,2026-05-07,0
DGXX,buy,2133,,5.9,,2026-05-07 16:00:32,2026-05-07,0
HCAI,buy,2790,15.33,13.5,-5105.7,2026-05-07 13:25:07,2026-05-07,0
HCAI,buy,862,,13.5,,2026-05-07 16:00:32,2026-05-07,0
HIVE,buy,1,2.88,2.87,-0.01,2026-05-07 19:40:43,2026-05-07,0
HUT,buy,395,101.9679,99.13,-1120.9705,2026-05-07 13:25:07,2026-05-07,0
LWLG,buy,2568,15.08,14.25,-2131.44,2026-05-06 14:16:04,2026-05-07,1
MRAM,buy,1997,21.32,21.5,359.46,2026-05-07 19:40:43,2026-05-07,0
SIMO,buy,180,234.07,242.34,1488.6,2026-05-07 19:40:43,2026-05-07,0
