ticker,side,qty,entry_price,opened_at
CAI,buy,1515,22.9802,2026-08-12 12:15:43
HZO,buy,636,52.3921,2026-08-12 12:15:43
IOVA,buy,10211,6.6385,2026-08-13 12:15:43
NIQ,buy,4084,17.4419,2026-08-17 12:15:43
SHAZ,buy,1051,74.7625,2026-08-17 12:15:43
TEAM,buy,281,165.1684,2026-08-14 12:15:43
VREX,buy,1381,18.55,2026-08-12 12:15:43
