ticker,side,qty,entry_price,opened_at
APPS,buy,5245,8.5772,2026-05-29 12:16:03
RGTI,buy,2865,25.326,2026-06-03 18:43:05
UMAC,buy,906,27.0461,2026-05-29 14:21:41
