ticker,side,qty,entry_price,opened_at
ABVX,buy,295,146.3149,2026-07-06 12:15:58
DD,buy,355,135.5489,2026-07-01 12:15:58
FCEL,buy,1522,27.8217,2026-07-06 12:15:58
MQ,buy,2240,16.87,2026-07-02 12:15:58
