ticker,side,qty,entry_price,opened_at
AMBQ,buy,39,71.44,2026-05-15 15:06:46
INOD,buy,1061,93.77,2026-05-15 15:02:04
INOD,buy,36,93.0,2026-05-15 15:06:45
