ticker,side,qty,entry_price,opened_at
AMLX,sell,1387,29.91,2026-09-25 12:15:33
AVAH,sell,3191,12.22,2026-09-25 12:15:33
FRO,sell,890,47.4139,2026-09-25 12:15:33
HELP,sell,2010,12.61,2026-09-25 12:15:33
