ticker,side,qty,entry_price,opened_at
BKKT,sell,11494,8.13,2026-06-08 15:49:47
BKSY,sell,2589,33.9,2026-06-08 15:49:47
CELC,sell,499,87.5036,2026-06-09 12:15:58
CRCL,sell,1121,82.209,2026-06-08 13:57:04
CRSR,sell,9988,8.9891,2026-06-08 15:49:47
MLYS,sell,1837,22.8059,2026-06-09 12:15:58
ODD,sell,3021,10.1393,2026-06-09 12:15:58
RDW,sell,4878,19.14,2026-06-08 13:57:04
WLTH,sell,2827,8.2666,2026-06-09 12:15:58
