ticker,side,qty,entry_price,opened_at
GOVX,buy,27472,,2026-05-25 12:15:58
HCAI,buy,10000,,2026-05-25 12:15:58
HCWB,buy,34602,,2026-05-25 12:15:58
HIVE,buy,24570,,2026-05-25 12:15:58
LPTH,buy,5899,,2026-05-25 12:15:58
RGTI,buy,3785,,2026-05-25 12:15:58
