ticker,side,qty,entry_price,strategy_id,regime,opened_at,account
BUR,sell,229,4.12,13,trending_bear,2026-04-06 13:37:02,personal
DHLGY,sell,36,26.14,13,trending_bear,2026-04-02 13:52:59,personal
DHLGY,sell,35,26.6,13,trending_bear,2026-04-06 13:37:02,personal
LPCN,sell,463,2.07,13,trending_bear,2026-04-06 13:37:02,personal
PEPG,sell,574,1.7,13,trending_bear,2026-04-02 13:52:59,personal
PEPG,sell,549,1.68,13,trending_bear,2026-04-06 13:37:02,personal
SNBR,sell,805,1.17,13,trending_bear,2026-04-06 13:37:02,personal
