ticker,side,qty,entry_price,opened_at
AMTX,sell,845,2.42,2026-04-16 13:25:15
BIRD,buy,33,11.16,2026-04-16 13:25:16
BIRD,buy,33,12.1409,2026-04-16 13:25:16
ONFO,buy,292,1.27,2026-04-17 13:25:08
QNCX,buy,457,1.33,2026-04-16 13:25:16
RMSG,buy,171,2.93,2026-04-17 13:25:08
WNW,buy,178,4.34,2026-04-16 13:25:16
WNW,buy,178,4.24,2026-04-16 13:25:16
