ticker,side,qty,entry_price,opened_at
EXTR,buy,194,21.99,2026-05-01 16:04:05
GTX,buy,167,25.5,2026-05-01 19:41:06
KALV,buy,161,26.66,2026-05-01 19:41:06
MANE,buy,67,101.3846,2026-05-01 19:41:06
MXL,buy,94,77.1097,2026-05-01 19:41:06
NOK,buy,332,13.75,2026-05-01 16:04:07
OGN,buy,324,13.28,2026-05-01 19:41:06
QCOM,buy,23,175.2274,2026-05-01 19:41:06
SIMO,buy,21,227.0238,2026-05-01 19:41:06
