ticker,side,qty,entry_price,opened_at
ANAB,buy,9,61.5647,2026-04-29 19:40:40
CNC,buy,2,54.28,2026-04-29 18:13:45
ENVB,buy,53,,2026-04-29 18:13:46
ENVB,buy,179,5.19,2026-04-29 18:13:42
INTC,buy,43,93.29,2026-04-29 18:13:44
ROLR,buy,395,8.57,2026-04-29 18:13:43
SANM,buy,14,208.9211,2026-04-29 19:40:40
SXT,buy,8,121.5545,2026-04-29 19:40:40
