ticker,side,qty,entry_price,opened_at
AAOI,sell,589,145.5,2026-06-24 12:15:58
ACN,sell,698,125.16,2026-06-23 12:15:58
AXTI,sell,1115,75.2,2026-06-24 12:15:58
FOX,sell,1940,45.0847,2026-06-23 12:15:58
FOXA,sell,1765,49.4331,2026-06-23 12:15:58
HUN,sell,7583,11.5607,2026-06-23 12:15:58
