ticker,side,qty,entry_price,opened_at
ALHC,sell,3278,7.8807,2026-09-23 12:15:33
MTDR,sell,506,51.96,2026-09-23 12:15:33
SM,sell,775,34.1595,2026-09-23 12:15:33
