ticker,side,qty,entry_price,opened_at
ABCL,buy,4472,11.0165,2026-08-14 12:15:43
ARX,buy,2522,19.59,2026-08-14 12:15:43
BWMN,buy,741,42.3802,2026-08-14 12:15:43
CAI,buy,1515,22.9802,2026-08-12 12:15:43
HZO,buy,636,52.3921,2026-08-12 12:15:43
IOVA,buy,10211,6.6385,2026-08-13 12:15:43
QMCO,buy,1886,24.8651,2026-08-14 12:15:43
TEAM,buy,281,165.1684,2026-08-14 12:15:43
VREX,buy,1381,18.55,2026-08-12 12:15:43
