ticker,side,qty,entry_price,opened_at
CNMD,buy,43,44.94,2026-07-16 16:00:58
FCEL,buy,1522,27.8217,2026-07-06 12:15:58
MRVI,buy,266,6.78,2026-07-16 16:00:58
PYPL,buy,586,55.8,2026-07-16 12:15:58
