ticker,side,qty,entry_price,opened_at
ACN,sell,698,125.16,2026-06-23 12:15:58
DD,buy,355,135.5489,2026-07-01 12:15:58
HUN,sell,7583,11.5607,2026-06-23 12:15:58
PAVS,buy,4626,6.5497,2026-07-01 12:15:58
