ticker,side,qty,entry_price,opened_at
PMAX,buy,1099,2.28,2026-04-20 19:49:02
QNCX,buy,457,1.33,2026-04-16 13:25:16
QNCX,buy,676,1.29,2026-04-20 16:40:13
