ticker,side,qty,entry_price,opened_at
BIYA,buy,3735,1.19,2026-05-27 16:00:58
HIVE,buy,24570,4.19,2026-05-26 12:15:58
MNTS,buy,398,18.32,2026-05-27 16:00:58
NVTS,buy,193,29.26,2026-05-27 16:00:59
SIDU,buy,994,5.79,2026-05-27 16:00:59
