ticker,side,qty,entry_price,opened_at
AMPG,buy,897,8.13,2026-06-12 16:00:59
OCC,buy,332,21.64,2026-06-12 16:00:59
TNGX,buy,1145,29.89,2026-06-12 12:15:59
VELO,buy,254,24.14,2026-06-12 16:00:59
