ticker,side,qty,entry_price,opened_at
ALIT,buy,2841,13.29,2026-07-02 12:15:58
DD,buy,355,135.5489,2026-07-01 12:15:58
MQ,buy,2240,16.87,2026-07-02 12:15:58
