ticker,side,qty,entry_price,opened_at
AVTX,buy,2578,20.25,2026-05-11 13:45:12
DOCN,buy,330,157.57,2026-05-12 14:16:52
STRL,buy,73,834.85,2026-05-11 13:45:12
