ticker,side,qty,entry_price,opened_at
ATRA,buy,10090,9.37,2026-05-13 16:17:47
ERNA,buy,8242,12.5,2026-05-13 16:17:47
FLNC,buy,4651,22.1,2026-05-13 16:17:47
INOD,buy,1074,88.85,2026-05-13 16:17:47
